Season,WTeamID,WScore,LTeamID,LScore,SeedW,SeedL,WinRatio14W,OffEffW,DefEffW,EFTW,WinRatioW,WinRatio14L,OffEffL,DefEffL,EFTL,WinRatioL
2003,1421,92,1411,84,16,16,1.0,105.31516352620105,115.456255743025,0.48980045725595167,0.4482758620689655,0.8333333333333334,107.18724091621468,105.07142453342391,0.5030357309843513,0.6
2003,1112,80,1436,51,1,16,0.6666666666666666,115.23294397676186,95.11751313261982,0.5176315318357815,0.8928571428571429,1.0,106.91116397001024,99.24763912628897,0.49473161615853734,0.6551724137931034
2003,1113,84,1272,71,10,7,0.5,113.78234942310604,103.4067310671188,0.5173341528553603,0.6206896551724138,0.75,109.88966648132072,97.00497437787983,0.498336900365261,0.7931034482758621
2003,1141,79,1166,73,11,6,1.0,114.12249929100518,105.42137945170624,0.5728354732143226,0.7931034482758621,1.0,118.5663462526722,96.73928390500437,0.5674548470502956,0.8787878787878788
2003,1143,76,1301,74,8,9,0.5,109.61148126989193,102.72516831754359,0.5240976104061414,0.7241379310344828,0.5,111.66963145481763,105.00117751114034,0.5341893099448477,0.6
2003,1163,58,1140,53,5,12,0.5,112.69615948146308,100.97391784953224,0.5242372118190726,0.7,0.8,115.29402122692446,100.70570900721658,0.5326766733400737,0.7419354838709677
2003,1181,67,1161,57,3,14,0.6666666666666666,115.78344436790006,99.59810332917574,0.5217445885068213,0.8,0.8333333333333334,111.68547845307234,110.2754727651939,0.5486632857256737,0.5666666666666667
2003,1211,74,1153,69,9,8,0.5,114.9972988895038,101.65320365262802,0.5361461287829044,0.7419354838709677,0.3333333333333333,107.01486338601265,98.67964312439372,0.46546485190110876,0.6071428571428571
2003,1228,65,1443,60,4,13,0.8,115.13655885053281,93.72149685572124,0.5518880513370574,0.8,1.0,110.88451867417761,100.08190227216329,0.5330570639664712,0.7419354838709677
2003,1242,64,1429,61,2,15,0.75,113.99101641528397,92.94697814383713,0.5254612448675793,0.7666666666666667,1.0,112.25892835338439,102.31261625181111,0.4950036675059476,0.7333333333333333
2003,1266,72,1221,68,3,14,0.5,120.05101928615393,103.19110549182663,0.5367233755253247,0.8214285714285714,1.0,111.07407609165696,92.83404257310362,0.510509343741536,0.8620689655172413
2003,1281,72,1356,71,6,11,0.5,109.95850668505337,102.02586681191258,0.5072784719092835,0.6774193548387096,0.75,113.10425229642782,103.22868662263176,0.5261255863699767,0.8
2003,1323,70,1454,69,5,12,0.3333333333333333,114.34625739158474,101.71595740310346,0.5194162502480917,0.7096774193548387,1.0,112.88520043927102,102.18649787046083,0.542570336220297,0.7666666666666667
2003,1328,71,1354,54,1,16,0.8,113.38961218345592,96.44599350564944,0.512123570480956,0.8,1.0,104.00776136929856,101.54678312918833,0.507974076567817,0.6666666666666666
2003,1390,77,1360,69,4,13,0.5,109.756595551608,101.9754753521764,0.5058352967095187,0.7419354838709677,1.0,107.13524925258423,102.67312609846097,0.5376612673539681,0.6071428571428571
2003,1409,84,1173,71,13,4,1.0,110.21527784463332,97.7000009672073,0.5198067489436253,0.7096774193548387,1.0,117.06032883856457,106.34626300921087,0.5223677034155361,0.8275862068965517
2003,1458,81,1451,74,5,12,0.6666666666666666,116.32309815507041,96.39389579958065,0.5257351431464357,0.7586206896551724,1.0,115.42808397551818,104.54766651234803,0.5239339763538539,0.8620689655172413
2003,1120,65,1386,63,10,7,0.5,106.91828754385666,100.69807743175443,0.5210959598918373,0.6333333333333333,0.5,111.507952944887,93.3417635842506,0.5208277543443889,0.7931034482758621
2003,1139,47,1280,46,12,5,0.5,117.46029768821492,103.55121862067818,0.5621366226538963,0.8275862068965517,0.6,108.71820067935009,93.80235813341213,0.5213587038487204,0.7
2003,1196,85,1358,55,2,15,0.0,116.15505642121022,99.31705854871674,0.5545693698246338,0.7741935483870968,1.0,107.91149476419572,97.78452454547005,0.5202784550647428,0.7777777777777778
2003,1231,67,1104,62,7,10,0.6,111.55561893925527,106.28114360315803,0.5007231363452628,0.625,0.5,107.67705607830862,101.63033774878302,0.47578467077421543,0.6071428571428571
2003,1246,95,1237,64,1,16,1.0,115.94764945201406,96.23821772607981,0.5375903054382503,0.90625,1.0,107.91967113318145,106.22481258539194,0.5183756080729833,0.59375
2003,1257,86,1122,64,4,13,0.8,116.99377208008463,97.69890935519355,0.5288606008098635,0.8,1.0,106.8954023928265,103.4180182416325,0.5137207777156628,0.7407407407407407
2003,1268,75,1423,73,6,11,0.3333333333333333,113.74102672339293,94.26494020063133,0.5195925288116141,0.6785714285714286,1.0,111.93371247163978,93.11376150722295,0.524088631202463,0.8
2003,1277,79,1160,64,7,10,0.75,107.01249434552983,97.01771922452129,0.5015373608159884,0.6129032258064516,0.75,108.72479490744712,101.23174583448177,0.4869017852323903,0.6451612903225806
2003,1329,77,1335,63,6,11,0.3333333333333333,104.57255246168295,95.02145602666349,0.4876913192600635,0.6896551724137931,1.0,114.20397569738374,96.71080249002885,0.556715924758654,0.8148148148148148
2003,1338,87,1447,61,2,15,1.0,114.0166221379156,90.26724505263392,0.5635493866123382,0.8666666666666667,1.0,113.05788096586487,106.33658160268028,0.5378619624681756,0.6774193548387096
2003,1345,80,1261,56,9,8,0.5,106.6621037797962,97.37092603289751,0.4813904157769108,0.6428571428571429,0.8,112.68669135496,96.96531014221014,0.5493052624287601,0.6774193548387096
2003,1393,76,1264,65,3,14,0.75,114.37506475510145,100.14356553039818,0.5151514400578244,0.8275862068965517,1.0,110.95192158716964,98.16090418740822,0.5008904374441481,0.7931034482758621
2003,1400,82,1421,61,1,16,0.6666666666666666,115.64459462535923,100.74065358947072,0.49582739457554525,0.7857142857142857,1.0,105.31516352620105,115.456255743025,0.48980045725595167,0.4482758620689655
2003,1428,60,1332,58,9,8,0.6,111.3966657465134,100.23592605982202,0.5285050416247963,0.7666666666666667,0.6,113.13272152627388,102.24151299941386,0.5343865058875178,0.71875
2003,1448,76,1190,73,2,15,0.75,116.43268194957818,100.72745171784644,0.5119722141045613,0.8275862068965517,1.0,106.53987261849286,103.47767774679967,0.5014143850931077,0.6296296296296297
2003,1462,71,1407,59,3,14,0.75,116.39415024088525,98.35906059739665,0.5086096226473895,0.8333333333333334,1.0,112.76772102848015,100.550791397536,0.5063144730284185,0.8333333333333334
2003,1112,96,1211,95,1,9,0.6666666666666666,115.23294397676186,95.11751313261982,0.5176315318357815,0.8928571428571429,0.5,114.9972988895038,101.65320365262802,0.5361461287829044,0.7419354838709677
2003,1163,85,1390,74,5,4,0.5,112.69615948146308,100.97391784953224,0.5242372118190726,0.7,0.5,109.756595551608,101.9754753521764,0.5058352967095187,0.7419354838709677
2003,1181,86,1141,60,3,11,0.6666666666666666,115.78344436790006,99.59810332917574,0.5217445885068213,0.8,1.0,114.12249929100518,105.42137945170624,0.5728354732143226,0.7931034482758621
2003,1242,108,1113,76,2,10,0.75,113.99101641528397,92.94697814383713,0.5254612448675793,0.7666666666666667,0.5,113.78234942310604,103.4067310671188,0.5173341528553603,0.6206896551724138
2003,1266,101,1281,92,3,6,0.5,120.05101928615393,103.19110549182663,0.5367233755253247,0.8214285714285714,0.5,109.95850668505337,102.02586681191258,0.5072784719092835,0.6774193548387096
2003,1323,68,1228,60,5,4,0.3333333333333333,114.34625739158474,101.71595740310346,0.5194162502480917,0.7096774193548387,0.8,115.13655885053281,93.72149685572124,0.5518880513370574,0.8
2003,1328,74,1143,65,1,8,0.8,113.38961218345592,96.44599350564944,0.512123570480956,0.8,0.5,109.61148126989193,102.72516831754359,0.5240976104061414,0.7241379310344828
2003,1458,61,1409,60,5,13,0.6666666666666666,116.32309815507041,96.39389579958065,0.5257351431464357,0.7586206896551724,1.0,110.21527784463332,97.7000009672073,0.5198067489436253,0.7096774193548387
2003,1120,68,1448,62,10,2,0.5,106.91828754385666,100.69807743175443,0.5210959598918373,0.6333333333333333,0.75,116.43268194957818,100.72745171784644,0.5119722141045613,0.8275862068965517
2003,1139,79,1257,71,12,4,0.5,117.46029768821492,103.55121862067818,0.5621366226538963,0.8275862068965517,0.8,116.99377208008463,97.69890935519355,0.5288606008098635,0.8
2003,1246,74,1428,54,1,9,1.0,115.94764945201406,96.23821772607981,0.5375903054382503,0.90625,0.6,111.3966657465134,100.23592605982202,0.5285050416247963,0.7666666666666667
2003,1268,77,1462,64,6,3,0.3333333333333333,113.74102672339293,94.26494020063133,0.5195925288116141,0.6785714285714286,0.75,116.39415024088525,98.35906059739665,0.5086096226473895,0.8333333333333334
2003,1277,68,1196,46,7,2,0.75,107.01249434552983,97.01771922452129,0.5015373608159884,0.6129032258064516,0.0,116.15505642121022,99.31705854871674,0.5545693698246338,0.7741935483870968
2003,1338,74,1231,52,2,7,1.0,114.0166221379156,90.26724505263392,0.5635493866123382,0.8666666666666667,0.6,111.55561893925527,106.28114360315803,0.5007231363452628,0.625
2003,1393,68,1329,56,3,6,0.75,114.37506475510145,100.14356553039818,0.5151514400578244,0.8275862068965517,0.3333333333333333,104.57255246168295,95.02145602666349,0.4876913192600635,0.6896551724137931
2003,1400,77,1345,67,1,9,0.6666666666666666,115.64459462535923,100.74065358947072,0.49582739457554525,0.7857142857142857,0.5,106.6621037797962,97.37092603289751,0.4813904157769108,0.6428571428571429
2003,1112,88,1323,71,1,5,0.6666666666666666,115.23294397676186,95.11751313261982,0.5176315318357815,0.8928571428571429,0.3333333333333333,114.34625739158474,101.71595740310346,0.5194162502480917,0.7096774193548387
2003,1242,69,1181,65,2,3,0.75,113.99101641528397,92.94697814383713,0.5254612448675793,0.7666666666666667,0.6666666666666666,115.78344436790006,99.59810332917574,0.5217445885068213,0.8
2003,1246,63,1458,57,1,5,1.0,115.94764945201406,96.23821772607981,0.5375903054382503,0.90625,0.6666666666666666,116.32309815507041,96.39389579958065,0.5257351431464357,0.7586206896551724
2003,1266,77,1338,74,3,2,0.5,120.05101928615393,103.19110549182663,0.5367233755253247,0.8214285714285714,1.0,114.0166221379156,90.26724505263392,0.5635493866123382,0.8666666666666667
2003,1277,60,1268,58,7,6,0.75,107.01249434552983,97.01771922452129,0.5015373608159884,0.6129032258064516,0.3333333333333333,113.74102672339293,94.26494020063133,0.5195925288116141,0.6785714285714286
2003,1328,65,1139,54,1,12,0.8,113.38961218345592,96.44599350564944,0.512123570480956,0.8,0.5,117.46029768821492,103.55121862067818,0.5621366226538963,0.8275862068965517
2003,1393,79,1120,78,3,10,0.75,114.37506475510145,100.14356553039818,0.5151514400578244,0.8275862068965517,0.5,106.91828754385666,100.69807743175443,0.5210959598918373,0.6333333333333333
2003,1400,82,1163,78,1,5,0.6666666666666666,115.64459462535923,100.74065358947072,0.49582739457554525,0.7857142857142857,0.5,112.69615948146308,100.97391784953224,0.5242372118190726,0.7
2003,1242,78,1112,75,2,1,0.75,113.99101641528397,92.94697814383713,0.5254612448675793,0.7666666666666667,0.6666666666666666,115.23294397676186,95.11751313261982,0.5176315318357815,0.8928571428571429
2003,1266,83,1246,69,3,1,0.5,120.05101928615393,103.19110549182663,0.5367233755253247,0.8214285714285714,1.0,115.94764945201406,96.23821772607981,0.5375903054382503,0.90625
2003,1393,63,1328,47,3,1,0.75,114.37506475510145,100.14356553039818,0.5151514400578244,0.8275862068965517,0.8,113.38961218345592,96.44599350564944,0.512123570480956,0.8
2003,1400,85,1277,76,1,7,0.6666666666666666,115.64459462535923,100.74065358947072,0.49582739457554525,0.7857142857142857,0.75,107.01249434552983,97.01771922452129,0.5015373608159884,0.6129032258064516
2003,1242,94,1266,61,2,3,0.75,113.99101641528397,92.94697814383713,0.5254612448675793,0.7666666666666667,0.5,120.05101928615393,103.19110549182663,0.5367233755253247,0.8214285714285714
2003,1393,95,1400,84,3,1,0.75,114.37506475510145,100.14356553039818,0.5151514400578244,0.8275862068965517,0.6666666666666666,115.64459462535923,100.74065358947072,0.49582739457554525,0.7857142857142857
2003,1393,81,1242,78,3,2,0.75,114.37506475510145,100.14356553039818,0.5151514400578244,0.8275862068965517,0.75,113.99101641528397,92.94697814383713,0.5254612448675793,0.7666666666666667
2004,1197,72,1250,57,16,16,0.6,103.4882575817977,105.50238909542686,0.49559926552338474,0.4666666666666667,0.75,103.01147415240663,98.69825330317397,0.48490700241130213,0.6428571428571429
2004,1104,65,1356,64,8,9,0.5,111.30811755905265,104.46474746381743,0.5171790336710953,0.5862068965517241,0.3333333333333333,111.30608853572757,98.12155071585526,0.4961492963789903,0.8620689655172413
2004,1163,70,1436,53,2,15,0.8,116.2538149547948,94.79535820827773,0.5316760607036152,0.8181818181818182,0.75,105.51988590774182,98.77663884905648,0.4850349693708671,0.7333333333333333
2004,1177,76,1173,69,7,10,0.8,112.68386115555232,107.28105489981004,0.5193654893603011,0.7,0.6,109.81722468995764,103.53995143535528,0.5182878097697267,0.75
2004,1181,96,1106,61,1,16,0.6666666666666666,117.92128959565713,95.6353953147469,0.5350832224027535,0.84375,1.0,99.28704792366001,98.12413439598889,0.48284447924998625,0.5333333333333333
2004,1211,76,1434,49,2,15,1.0,123.59987438739317,98.69788506812738,0.5783941658170365,0.9310344827586207,1.0,105.13703855892831,103.86644899244251,0.49587622580783075,0.5862068965517241
2004,1264,75,1196,60,12,5,1.0,112.9943251181022,96.94222207452043,0.4945509479936891,0.8275862068965517,0.6,115.4435514654858,104.01432373076194,0.557426277512013,0.6666666666666666
2004,1268,86,1431,83,4,13,1.0,107.28501210827613,99.28092928381939,0.4841158079683539,0.6333333333333333,0.5,113.29378023553245,100.78035402009452,0.5270748983673973,0.7586206896551724
2004,1305,72,1277,66,10,7,1.0,112.7977520786675,98.76897085040459,0.4984669428613174,0.7333333333333333,0.3333333333333333,114.29178652107096,107.64127971701151,0.5641554464812925,0.6206896551724138
2004,1314,63,1102,52,6,11,0.5,112.73101193691014,102.5426519885976,0.5162198870058093,0.6428571428571429,0.6666666666666666,115.56650402945733,97.15730103506579,0.5867866856366024,0.7857142857142857
2004,1371,80,1112,76,8,9,0.3333333333333333,111.37208414804597,99.33238680465699,0.5155616606265973,0.6785714285714286,0.6666666666666666,119.46241572643227,107.29139136649177,0.5430602354080427,0.6896551724137931
2004,1386,82,1251,63,1,16,0.5,119.03636383020614,94.05605366492368,0.5690231025759619,0.9642857142857143,1.0,102.77185165663818,99.99598001862459,0.48115910308267945,0.5483870967741935
2004,1390,71,1427,45,1,16,0.8,114.16631073658299,93.59254328606504,0.5327107285812949,0.9666666666666667,1.0,103.43700906051201,104.57350596926187,0.4944743758493713,0.5714285714285714
2004,1393,80,1140,75,5,12,0.75,110.47576879554727,101.5820248691241,0.4971771054771367,0.75,0.75,112.63585325619577,103.07339533729774,0.5396141007963323,0.7037037037037037
2004,1400,66,1343,49,3,14,0.4,116.27213389129332,100.99819120597002,0.4955015399159993,0.7666666666666667,1.0,109.92669941375729,100.19021446299038,0.55070036578328,0.7307692307692307
