Season,TeamIDA,TeamIDB,SeedA,SeedB,WinRatio14A,OffEffA,DefEffA,EFTA,WinRatioA,WinRatio14B,OffEffB,DefEffB,EFTB,WinRatioB,ScoreDiff,WinA
2003,1421,1411,16,16,1.0,105.31516352620105,115.456255743025,0.48980045725595167,0.4482758620689655,0.8333333333333334,107.18724091621468,105.07142453342391,0.5030357309843513,0.6,8,1
2003,1112,1436,1,16,0.6666666666666666,115.23294397676186,95.11751313261982,0.5176315318357815,0.8928571428571429,1.0,106.91116397001024,99.24763912628897,0.49473161615853734,0.6551724137931034,29,1
2003,1113,1272,10,7,0.5,113.78234942310604,103.4067310671188,0.5173341528553603,0.6206896551724138,0.75,109.88966648132072,97.00497437787983,0.498336900365261,0.7931034482758621,13,1
2003,1141,1166,11,6,1.0,114.12249929100518,105.42137945170624,0.5728354732143226,0.7931034482758621,1.0,118.5663462526722,96.73928390500437,0.5674548470502956,0.8787878787878788,6,1
2003,1143,1301,8,9,0.5,109.61148126989193,102.72516831754359,0.5240976104061414,0.7241379310344828,0.5,111.66963145481763,105.00117751114034,0.5341893099448477,0.6,2,1
2003,1163,1140,5,12,0.5,112.69615948146308,100.97391784953224,0.5242372118190726,0.7,0.8,115.29402122692446,100.70570900721658,0.5326766733400737,0.7419354838709677,5,1
2003,1181,1161,3,14,0.6666666666666666,115.78344436790006,99.59810332917574,0.5217445885068213,0.8,0.8333333333333334,111.68547845307234,110.2754727651939,0.5486632857256737,0.5666666666666667,10,1
2003,1211,1153,9,8,0.5,114.9972988895038,101.65320365262802,0.5361461287829044,0.7419354838709677,0.3333333333333333,107.01486338601265,98.67964312439372,0.46546485190110876,0.6071428571428571,5,1
2003,1228,1443,4,13,0.8,115.13655885053281,93.72149685572124,0.5518880513370574,0.8,1.0,110.88451867417761,100.08190227216329,0.5330570639664712,0.7419354838709677,5,1
2003,1242,1429,2,15,0.75,113.99101641528397,92.94697814383713,0.5254612448675793,0.7666666666666667,1.0,112.25892835338439,102.31261625181111,0.4950036675059476,0.7333333333333333,3,1
2003,1266,1221,3,14,0.5,120.05101928615393,103.19110549182663,0.5367233755253247,0.8214285714285714,1.0,111.07407609165696,92.83404257310362,0.510509343741536,0.8620689655172413,4,1
2003,1281,1356,6,11,0.5,109.95850668505337,102.02586681191258,0.5072784719092835,0.6774193548387096,0.75,113.10425229642782,103.22868662263176,0.5261255863699767,0.8,1,1
2003,1323,1454,5,12,0.3333333333333333,114.34625739158474,101.71595740310346,0.5194162502480917,0.7096774193548387,1.0,112.88520043927102,102.18649787046083,0.542570336220297,0.7666666666666667,1,1
