Season,TeamID,Seed,OffEff,DefEff,EFT,WinRatio,GapAvg,AvgRank
2022,1101,17.0,104.72984308004375,98.3727532048367,0.47818738476040334,0.6551724137931034,4.758620689655173,126.0
2022,1102,17.0,98.10488785630058,110.10513428789476,0.5102352658057838,0.3793103448275862,-7.0,254.8
2022,1103,13.0,111.21384108624014,102.93073246425597,0.5311906034854985,0.7096774193548387,5.129032258064516,116.8
2022,1104,6.0,111.29606447604756,106.25684745546789,0.5158197396790878,0.59375,3.5625,26.6
2022,1105,17.0,90.7403167704053,98.3831729038168,0.41588675123175584,0.4,-5.566666666666666,320.6
2022,1106,17.0,98.48355019249558,107.82935259199432,0.48177355255129384,0.3,-6.6,324.8
2022,1107,17.0,95.5569596221993,101.35254012458253,0.467084605539302,0.41935483870967744,-4.032258064516129,287.2
2022,1108,17.0,98.56599403541333,105.1493960726076,0.46303492170888483,0.5151515151515151,-4.393939393939394,268.6
2022,1110,17.0,99.85911813453937,111.39602547571084,0.495644223329774,0.3125,-7.46875,324.4
2022,1111,17.0,102.36422239014965,101.94612420232255,0.48182874884459276,0.5333333333333333,0.2,163.4
2022,1112,1.0,119.02188746185689,95.19489303652212,0.5608501041995607,0.9117647058823529,17.029411764705884,1.8
2022,1113,17.0,96.48816421256426,99.25511779791312,0.47214314545149655,0.45161290322580644,-1.8387096774193548,94.8
2022,1114,17.0,98.60630763717265,116.4079650293854,0.4793899843024464,0.24,-11.32,305.2
2022,1115,17.0,96.45021757457637,117.83432675526224,0.46456846558454523,0.1724137931034483,-14.379310344827585,352.4
2022,1116,4.0,108.44350947212449,96.46405244452396,0.4918078852192221,0.7575757575757576,8.393939393939394,16.6
2022,1117,17.0,102.97664608248941,102.2915790831689,0.4966402206712682,0.5769230769230769,0.23076923076923078,184.8
2022,1119,17.0,101.42200503563528,105.3063885802623,0.4885501650130373,0.4482758620689655,-3.0,284.0
2022,1120,2.0,109.9741899494512,93.51485944651861,0.5072411350906914,0.84375,11.6875,8.8
2022,1122,17.0,96.90100681450298,107.47197065349516,0.46821046140294387,0.37037037037037035,-6.62962962962963,283.0
2022,1123,17.0,105.80917904908506,110.21133542975117,0.5178286221964772,0.43333333333333335,-3.433333333333333,256.0
2022,1124,1.0,113.50985705284687,94.76604839168593,0.5297695392366303,0.8125,12.875,5.2
2022,1125,17.0,113.0267527816102,99.13233715686171,0.5565851586980975,0.7741935483870968,9.709677419354838,79.2
2022,1126,17.0,95.04885713540902,107.55327294336085,0.459296794409439,0.27586206896551724,-8.0,337.8
2022,1127,17.0,99.39435436176639,106.1771180733702,0.4917639155057845,0.37037037037037035,-4.222222222222222,288.8
2022,1129,8.0,107.60204561978944,96.46583223638761,0.5144285678855403,0.7878787878787878,7.242424242424242,32.2
2022,1130,17.0,102.99675021565963,104.38937708371894,0.4834777480139419,0.3939393939393939,-1.1818181818181819,133.6
2022,1131,17.0,110.73842579997894,105.29410435728772,0.5256477129113153,0.625,3.25,201.2
2022,1132,17.0,107.230548829583,113.36065582794802,0.48999503142603923,0.3793103448275862,-4.379310344827586,266.6
2022,1133,17.0,106.31127035097089,98.71890845620759,0.5154260980512209,0.5333333333333333,4.6,110.0
2022,1135,17.0,102.48410449511461,104.53404394548127,0.4965005438998977,0.4074074074074074,-1.4074074074074074,213.8
2022,1136,16.0,107.56936926715838,102.73377757568745,0.498844342725051,0.7,3.0666666666666655,168.2
2022,1137,17.0,104.30861060503021,116.66122652622298,0.529197890232115,0.28125,-8.25,332.6
2022,1138,17.0,111.63061696351714,104.55951691695986,0.5160898367233664,0.6071428571428571,5.107142857142857,123.8
2022,1139,17.0,98.67697502615171,106.26126885501432,0.47250168943915033,0.3870967741935484,-4.709677419354839,116.0
2022,1140,17.0,108.27544798428367,100.4359352021536,0.5156931538927214,0.6666666666666666,4.6,62.2
2022,1141,17.0,97.97722951601139,114.10639911961688,0.4793907579370958,0.23333333333333334,-11.033333333333331,311.8
2022,1142,17.0,94.44813494401566,106.03737944647139,0.4644938965538639,0.2222222222222222,-7.296296296296297,309.8
2022,1143,17.0,99.35685055042495,103.81607963170799,0.4715868584062186,0.375,-3.0,146.6
2022,1144,17.0,104.48168303843386,102.79899518903137,0.5156571820922087,0.5,0.9230769230769231,221.2
2022,1145,17.0,98.09491597859608,105.75508820901507,0.45550688627998664,0.3225806451612903,-5.225806451612903,266.2
2022,1146,17.0,99.75147096967517,116.85392622261344,0.4815884034798067,0.3103448275862069,-12.137931034482758,310.2
2022,1148,17.0,94.94801005463414,110.63125346330168,0.4607739253746237,0.25,-10.34375,345.6
2022,1149,17.0,94.01987611231539,113.0502642067303,0.4637495542833269,0.10714285714285714,-13.357142857142858,350.0
2022,1150,17.0,108.51899469797745,110.82673180453173,0.5283590548204105,0.5483870967741935,-1.1935483870967742,190.8
2022,1151,13.0,113.87009916874489,102.2114557562381,0.5285598082180639,0.78125,7.3125,69.8
2022,1152,17.0,95.39239990511749,113.56306743273849,0.4609837296207844,0.21875,-12.281250000000002,340.0
2022,1153,17.0,103.66407197504951,99.15599243145616,0.4694430815791687,0.53125,3.15625,101.8
2022,1154,17.0,106.0298884812759,113.08912721650985,0.5177500935972248,0.35714285714285715,-4.821428571428571,233.8
2022,1155,17.0,110.42269698040141,105.43375226282726,0.5266762330858074,0.5151515151515151,3.272727272727273,80.2
2022,1156,17.0,110.8969824187401,104.5634897864093,0.5365683872747747,0.6428571428571429,4.142857142857143,190.6
2022,1157,17.0,104.78035069652996,101.63416005148756,0.49917874561143927,0.48,2.36,178.0
2022,1158,17.0,106.84278227037149,104.33579030164606,0.5083719746954403,0.53125,1.75,156.4
2022,1159,14.0,114.69621174553791,102.55305019324169,0.5605122528360235,0.6666666666666666,7.787878787878788,122.2
2022,1160,17.0,105.96012979548189,100.03591116988204,0.505099465113791,0.65625,4.03125,59.8
2022,1161,6.0,114.88566992060942,103.67448779329916,0.5478035140001716,0.8275862068965517,7.379310344827586,31.6
2022,1162,17.0,96.35060728591797,114.91438597171215,0.48827071111578874,0.12,-12.88,349.0
2022,1163,5.0,112.1056609919286,97.71302834716926,0.49668264148407404,0.71875,10.03125,18.4
2022,1164,17.0,93.56270981450508,104.55607620744998,0.4614340748410794,0.28125,-7.75,308.2
2022,1165,17.0,108.10225449325283,107.9560260272171,0.53730607984988,0.5416666666666666,0.04166666666666726,188.0
2022,1166,9.0,103.26649016861597,99.1058920851708,0.5071628747254971,0.6666666666666666,3.090909090909091,47.4
2022,1167,17.0,98.49114445514577,106.58908277743102,0.4423473294298725,0.24,-5.56,277.4
2022,1168,15.0,106.90034140638996,102.24803274623561,0.4944724180734352,0.6551724137931034,2.896551724137931,152.0
2022,1169,17.0,95.21935284434024,112.17671395077836,0.44466802206207756,0.21428571428571427,-10.607142857142858,329.4
2022,1170,17.0,100.53745515886567,110.86317282764483,0.48865231460714514,0.3333333333333333,-6.703703703703703,310.4
2022,1171,17.0,101.84343166800149,104.44041605775887,0.48180851381564055,0.3333333333333333,-1.5,212.4
2022,1172,10.0,117.11381836141402,103.41780680218345,0.556923878668328,0.8125,8.8125,42.8
2022,1173,17.0,110.51796669176696,97.6868207861029,0.5391619206789147,0.696969696969697,7.96969696969697,63.0
2022,1174,15.0,110.90265063108174,106.41112978951352,0.5389538655273907,0.6363636363636364,2.8181818181818183,141.2
2022,1175,17.0,0.0,0.0,0.0,0.0,-15.24,355.8
2022,1176,17.0,106.06285527553513,112.21328333394767,0.5308947714695083,0.3333333333333333,-4.166666666666667,301.0
2022,1177,17.0,105.70122840017211,105.2428481585886,0.48364473255182816,0.4838709677419355,1.096774193548387,96.2
2022,1178,17.0,110.59330267074404,111.80729416914285,0.5285950544195522,0.4642857142857143,-0.7857142857142857,225.0
2022,1179,17.0,112.06290121791838,102.71802936757545,0.5078470418826297,0.6875,6.03125,85.0
2022,1180,17.0,108.7093845472539,106.1030565700624,0.5211702245683785,0.5,1.6071428571428572,172.6
2022,1181,2.0,120.17641621424104,100.74307408466352,0.5569789383886384,0.8235294117647058,13.029411764705882,12.0
2022,1182,17.0,98.3708759500214,111.23804275227766,0.45521764668709547,0.2,-8.2,277.2
2022,1183,17.0,85.23687711134164,111.42127128304152,0.44318810757057436,0.10344827586206896,-17.103448275862068,355.2
2022,1184,17.0,105.81502356657057,107.7724137984399,0.4869343218659998,0.3333333333333333,-1.3703703703703705,266.8
2022,1185,17.0,97.62928180601926,109.30135229098556,0.4827175035650974,0.3,-7.833333333333333,304.6
2022,1186,17.0,109.22466226797714,108.69371671205379,0.529279503094007,0.5161290322580645,0.22580645161290322,222.0
2022,1187,17.0,100.96116649249306,104.28519509072306,0.4735110091257422,0.5,-2.1666666666666665,174.2
2022,1188,17.0,98.05607208677375,106.00794980864335,0.46570597334189223,0.3,-5.666666666666667,302.8
2022,1189,17.0,99.74172060358339,111.09982195647198,0.4924913609385859,0.26666666666666666,-7.533333333333333,257.2
2022,1190,17.0,109.6068188282321,113.32791182723173,0.5205596333976711,0.43333333333333335,-2.4,191.6
2022,1191,17.0,94.12146155254662,114.92122029681904,0.4673593755174837,0.1724137931034483,-12.344827586206897,315.8
2022,1192,17.0,97.33165787687939,114.48356335086594,0.4639454277250419,0.15384615384615385,-11.923076923076923,349.4
2022,1193,17.0,105.3173655012663,104.60966895001138,0.4946176207117032,0.4375,0.21875,217.6
2022,1194,17.0,110.79257220193924,103.43296262499194,0.5341811693080347,0.5333333333333333,4.7,147.0
2022,1195,17.0,109.84820550724938,107.32762836761997,0.5291048244268153,0.6333333333333333,1.9666666666666672,187.0
2022,1196,17.0,107.8512626744345,101.13395983261881,0.500958068209476,0.59375,4.6875,50.4
2022,1197,17.0,97.40165910369554,105.31502458980502,0.46854526123622503,0.39285714285714285,-5.285714285714286,310.6
2022,1198,17.0,101.43474340850072,106.28839945912581,0.5026897001041795,0.43333333333333335,-3.2,267.0
2022,1199,17.0,105.34624656103863,106.75547832086554,0.492619771569396,0.5483870967741935,-0.9354838709677419,95.6
2022,1200,17.0,98.0365983352109,98.82708289322599,0.4570658380873236,0.5,-0.6875,184.4
