Season,WTeamID,WScore,LTeamID,LScore,SeedW,SeedL,OffEffW,DefEffW,EFTW,OffEff14W,DefEff14W,EFT14W,WinRatioW,GapAvgW,WinRatio14W,GapAvg14W,AvgRankW,OffEffL,DefEffL,EFTL,OffEff14L,DefEff14L,EFT14L,WinRatioL,GapAvgL,WinRatio14L,GapAvg14L,AvgRankL
2003,1421,92,1411,84,16,16,105.31516352620105,115.456255743025,0.48980045725595167,111.47146843121764,103.35531185281786,0.5224358974358975,0.4482758620689655,-7.241379310344827,1.0,5.666666666666667,259.2,107.18724091621468,105.07142453342391,0.5030357309843513,110.31254058055396,102.65576655699863,0.5347481729324662,0.6,1.9666666666666666,0.8333333333333334,5.333333333333333,259.4
2003,1112,80,1436,51,1,16,115.23294397676186,95.11751313261982,0.5176315318357815,108.37379633916048,101.57046138333651,0.45896464646464646,0.8928571428571429,14.964285714285714,0.6666666666666666,4.333333333333333,2.6,106.91116397001024,99.24763912628897,0.49473161615853734,113.14001748643432,94.6893543514584,0.5287855421247709,0.6551724137931034,4.655172413793103,1.0,11.25,159.6
2003,1113,84,1272,71,10,7,113.78234942310604,103.4067310671188,0.5173341528553603,116.51402480813073,111.31057376829435,0.5252502581569902,0.6206896551724138,6.793103448275862,0.5,3.75,33.6,109.88966648132072,97.00497437787983,0.498336900365261,114.77231074097932,103.3281754528534,0.520347761746208,0.7931034482758621,8.689655172413794,0.75,7.25,21.8
2003,1141,79,1166,73,11,6,114.12249929100518,105.42137945170624,0.5728354732143226,125.80137237249383,100.23290272522293,0.6016862947507385,0.7931034482758621,6.103448275862069,1.0,17.0,43.4,118.5663462526722,96.73928390500437,0.5674548470502956,111.98345397727778,93.37203525880564,0.5161545083983414,0.8787878787878788,14.909090909090908,1.0,13.0,23.0
2003,1143,76,1301,74,8,9,109.61148126989193,102.72516831754359,0.5240976104061414,106.40861082902802,105.00814884342488,0.4782751916556096,0.7241379310344828,4.724137931034483,0.5,0.5,36.2,111.66963145481763,105.00117751114034,0.5341893099448477,115.09970964121702,115.85978720082915,0.5519471538215542,0.6,4.4,0.5,-0.5,45.0
2003,1163,58,1140,53,5,12,112.69615948146308,100.97391784953224,0.5242372118190726,108.6857638819442,100.75524312944947,0.5167592089130993,0.7,8.633333333333333,0.5,5.833333333333333,23.0,115.29402122692446,100.70570900721658,0.5326766733400737,122.94444277064913,105.95088689287186,0.5134156381088845,0.7419354838709677,8.774193548387096,0.8,10.0,31.4
2003,1181,67,1161,57,3,14,115.78344436790006,99.59810332917574,0.5217445885068213,117.47825040524458,108.0079134969289,0.5427297426534515,0.8,11.566666666666666,0.6666666666666666,6.333333333333333,8.4,111.68547845307234,110.2754727651939,0.5486632857256737,115.49711509118193,113.07905087736908,0.550890865265083,0.5666666666666667,1.3333333333333333,0.8333333333333334,2.0,88.8
2003,1211,74,1153,69,9,8,114.9972988895038,101.65320365262802,0.5361461287829044,107.7709541440401,97.52003995884627,0.4816466552315609,0.7419354838709677,8.870967741935484,0.5,6.0,44.4,107.01486338601265,98.67964312439372,0.46546485190110876,104.06595906094822,102.6599497382078,0.47910555650668646,0.6071428571428571,5.821428571428571,0.3333333333333333,2.0,43.0
2003,1228,65,1443,60,4,13,115.13655885053281,93.72149685572124,0.5518880513370574,118.8155010802933,99.13075022483778,0.5249455818188462,0.8,14.033333333333333,0.8,13.2,8.6,110.88451867417761,100.08190227216329,0.5330570639664712,110.9376287101324,89.12666521741308,0.49376893939393945,0.7419354838709677,6.67741935483871,1.0,14.0,55.8
2003,1242,64,1429,61,2,15,113.99101641528397,92.94697814383713,0.5254612448675793,111.59266821399767,102.47153090124095,0.5261612127791563,0.7666666666666667,14.966666666666667,0.75,6.0,5.0,112.25892835338439,102.31261625181111,0.4950036675059476,116.29139682939372,105.68025013353774,0.5120720733314817,0.7333333333333333,5.866666666666666,1.0,6.4,103.2
