,Opp_Score,Opp_FGM,Opp_FGA,Opp_FGM3,Opp_FGA3,Opp_FTM,Opp_FTA,Opp_OR,Opp_DR,Opp_Ast,Opp_TO,Opp_Stl,Opp_Blk,Opp_PF,Opp_MOV,Opp_OppScore,Opp_TotPoss,Opp_OffEff,Opp_DeffEff,Opp_FT%,Opp_Seed,Opp_AvgRank,Score,FGM,FGA,FGM3,FGA3,FTM,FTA,OR,DR,Ast,TO,Stl,Blk,PF,MOV,OppScore,TotPoss,OffEff,DeffEff,FT%,Seed,AvgRank,Win
0,73.51612903225806,26.387096774193548,57.03225806451613,6.645161290322581,18.322580645161292,14.096774193548388,19.387096774193548,11.161290322580646,25.806451612903224,14.774193548387096,14.32258064516129,7.580645161290323,5.0,17.322580645161292,14.136363636363637,2023.0,2106.4,0.9242650285212813,1.041225902125556,0.7271214642262895,13,58.0,72.79310344827586,24.482758620689655,54.206896551724135,7.517241379310345,20.862068965517242,16.310344827586206,22.79310344827586,13.482758620689655,23.17241379310345,15.206896551724139,13.310344827586206,5.379310344827586,2.9310344827586206,17.586206896551722,9.625,1923.0,1831.4,0.867550923732828,0.9523660946437857,0.7155824508320726,4,24.0,0
1,71.03125,26.09375,57.0,5.78125,17.21875,13.0625,18.65625,12.59375,24.6875,13.21875,11.03125,6.1875,4.71875,15.1875,13.8,1885.0,2012.8,0.8855257369115705,1.0677984084880636,0.7001675041876047,2,4.5,71.03448275862068,22.482758620689655,52.758620689655174,7.9655172413793105,20.75862068965517,18.103448275862068,23.448275862068964,11.793103448275861,23.79310344827586,11.586206896551724,14.482758620689655,5.793103448275862,1.896551724137931,19.448275862068964,11.736842105263158,1933.0,1880.0,0.912621359223301,0.9725814795654423,0.7720588235294118,15,117.25,0
2,75.71875,27.15625,57.625,7.34375,19.90625,14.0625,19.125,10.90625,25.15625,13.46875,9.71875,5.59375,3.90625,15.5,13.523809523809524,2259.0,2050.8,0.8463887742468016,0.907835325365206,0.7352941176470589,6,33.75,79.53571428571429,28.428571428571427,58.42857142857143,7.964285714285714,21.25,14.714285714285714,19.785714285714285,11.035714285714286,22.75,18.357142857142858,12.571428571428571,8.357142857142858,3.2857142857142856,20.928571428571427,21.652173913043477,1799.0,1900.6,0.8534351145038167,1.0564758198999444,0.7436823104693141,14,48.5,0
3,67.2258064516129,23.032258064516128,51.096774193548384,4.903225806451613,13.387096774193548,16.258064516129032,22.129032258064516,10.67741935483871,24.258064516129032,13.612903225806452,14.548387096774194,6.387096774193548,3.7096774193548385,20.032258064516128,14.789473684210526,1890.0,1978.4,0.9493282149712092,1.0467724867724868,0.7346938775510204,7,33.25,75.90322580645162,26.93548387096774,56.516129032258064,8.67741935483871,22.129032258064516,13.35483870967742,18.93548387096774,10.806451612903226,24.258064516129032,16.419354838709676,13.387096774193548,7.774193548387097,4.096774193548387,16.903225806451612,15.958333333333334,2005.0,2066.8,0.8783680407989801,1.0308229426433917,0.7052810902896082,2,8.25,0
4,80.54838709677419,26.548387096774192,57.12903225806452,9.64516129032258,23.903225806451612,17.806451612903224,24.451612903225808,12.709677419354838,26.419354838709676,15.935483870967742,14.387096774193548,9.064516129032258,3.935483870967742,18.580645161290324,21.555555555555557,1942.0,2126.2,0.8515018021625951,1.0948506694129763,0.7282321899736148,4,9.25,72.34482758620689,25.93103448275862,58.51724137931034,6.551724137931035,19.620689655172413,13.931034482758621,20.93103448275862,14.241379310344827,21.17241379310345,12.10344827586207,15.482758620689655,9.379310344827585,2.896551724137931,19.379310344827587,13.421052631578947,1978.0,1975.8,0.9417540514775977,0.9988877654196158,0.6655683690280065,13,68.5,0
5,84.33333333333333,30.848484848484848,65.9090909090909,7.242424242424242,19.757575757575758,15.393939393939394,21.78787878787879,15.757575757575758,27.484848484848484,18.21212121212121,11.878787878787879,6.787878787878788,3.212121212121212,17.90909090909091,19.615384615384617,2340.0,2334.6,0.8388789076536112,0.9976923076923077,0.7065368567454798,1,5.0,74.38235294117646,24.823529411764707,57.55882352941177,5.823529411764706,19.647058823529413,18.91176470588235,25.764705882352942,11.617647058823529,23.647058823529413,11.823529411764707,11.588235294117647,7.205882352941177,3.1470588235294117,17.352941176470587,12.826086956521738,2441.0,2306.4,0.9119810201660736,0.9448586644817698,0.7340182648401826,16,197.25,0
6,70.96875,24.0,50.28125,7.1875,19.09375,15.78125,20.0625,7.75,27.09375,13.375,13.625,5.03125,4.9375,18.59375,12.708333333333334,2031.0,2053.8,0.9043593130779393,1.0112259970457904,0.7866043613707165,5,26.666666666666668,72.1875,25.65625,54.0625,6.1875,15.65625,14.6875,20.0,11.09375,22.75,14.4375,12.59375,5.96875,3.0625,15.625,12.526315789473685,2190.0,2034.0,0.8805194805194805,0.9287671232876712,0.734375,12,44.0,1
7,63.58064516129032,21.258064516129032,47.74193548387097,6.612903225806452,17.580645161290324,14.451612903225806,20.70967741935484,9.35483870967742,22.419354838709676,12.451612903225806,15.774193548387096,8.0,3.0,18.870967741935484,12.090909090909092,1812.0,1935.8,0.9821410451547438,1.0683222958057395,0.6978193146417445,14,110.25,67.16666666666667,23.2,53.06666666666667,7.233333333333333,18.766666666666666,13.533333333333333,20.266666666666666,10.5,24.566666666666666,13.066666666666666,11.466666666666667,5.466666666666667,1.9666666666666666,15.333333333333334,14.409090909090908,1789.0,1864.2,0.9251612903225807,1.0420346562325322,0.6677631578947368,6,18.75,1
8,72.0,25.727272727272727,58.39393939393939,6.212121212121212,17.09090909090909,14.333333333333334,21.21212121212121,12.303030303030303,25.666666666666668,13.909090909090908,11.878787878787879,6.848484848484849,3.727272727272727,17.87878787878788,15.4,2245.0,2193.0,0.922979797979798,0.976837416481069,0.6757142857142857,11,43.0,69.40625,24.65625,51.09375,4.21875,11.71875,15.875,22.53125,11.21875,25.15625,15.5625,12.4375,6.78125,4.03125,16.28125,13.846153846153847,1911.0,1962.4,0.8835659612787033,1.0268969126111984,0.7045769764216366,6,24.5,0
9,73.84375,25.1875,54.875,8.46875,22.9375,15.0,21.5625,11.09375,21.4375,15.3125,12.28125,7.0625,4.34375,18.84375,18.42105263157895,2124.0,2070.0,0.8760050782903089,0.9745762711864406,0.6956521739130435,10,30.0,67.16666666666667,23.2,53.06666666666667,7.233333333333333,18.766666666666666,13.533333333333333,20.266666666666666,10.5,24.566666666666666,13.066666666666666,11.466666666666667,5.466666666666667,1.9666666666666666,15.333333333333334,14.409090909090908,1789.0,1864.2,0.9251612903225807,1.0420346562325322,0.6677631578947368,6,18.75,1
10,69.5625,24.28125,55.34375,5.75,16.0625,15.25,22.4375,12.1875,24.53125,11.5,11.375,6.375,2.9375,17.625,16.0,1958.0,2032.2,0.9129380053908356,1.0378958120531154,0.6796657381615598,6,22.5,67.93939393939394,23.606060606060606,54.15151515151515,6.242424242424242,18.393939393939394,14.484848484848484,19.96969696969697,12.424242424242424,27.272727272727273,13.181818181818182,12.727272727272727,3.757575757575758,7.878787878787879,16.151515151515152,18.05,1993.0,2060.6,0.9190900981266725,1.0339187155042648,0.7253414264036419,11,24.5,0
11,81.11764705882354,29.41176470588235,62.35294117647059,7.0588235294117645,19.735294117647058,15.235294117647058,22.794117647058822,13.029411764705882,23.941176470588236,18.294117647058822,12.352941176470589,10.558823529411764,3.8529411764705883,19.88235294117647,20.5,2260.0,2407.0,0.8727338651196519,1.0650442477876105,0.6683870967741935,3,10.333333333333334,77.3225806451613,27.387096774193548,58.25806451612903,4.741935483870968,13.67741935483871,17.806451612903224,26.29032258064516,14.225806451612904,28.516129032258064,15.387096774193548,12.67741935483871,5.806451612903226,8.0,12.903225806451612,16.77777777777778,1983.0,2084.0,0.8694201084689195,1.0509329299041856,0.6773006134969325,1,2.6666666666666665,1
12,70.38235294117646,25.764705882352942,57.205882352941174,8.058823529411764,23.0,10.794117647058824,15.470588235294118,8.294117647058824,26.558823529411764,13.970588235294118,8.823529411764707,6.147058823529412,4.205882352941177,14.088235294117647,16.321428571428573,1991.0,2173.4,0.9082323443376515,1.0916122551481668,0.6977186311787072,2,6.5,73.09375,26.15625,55.46875,7.25,19.71875,13.53125,18.59375,8.84375,25.4375,14.03125,12.375,7.375,4.90625,17.78125,19.307692307692307,1897.0,2126.0,0.9089354424967935,1.1207169214549288,0.7277310924369748,3,11.0,1
13,87.51724137931035,31.517241379310345,65.0,7.379310344827586,19.20689655172414,17.103448275862068,21.75862068965517,13.89655172413793,25.689655172413794,18.896551724137932,14.96551724137931,6.9655172413793105,4.551724137931035,16.06896551724138,16.0,2274.0,2168.4,0.8543735224586289,0.9535620052770449,0.786053882725832,9,35.75,72.28571428571429,26.107142857142858,56.857142857142854,5.964285714285714,16.857142857142858,14.107142857142858,19.678571428571427,11.785714285714286,25.321428571428573,13.25,13.142857142857142,6.785714285714286,3.142857142857143,18.107142857142858,15.105263157894736,1805.0,1850.4,0.9142292490118578,1.0251523545706371,0.7168784029038112,8,34.25,1
14,73.41176470588235,26.470588235294116,57.61764705882353,7.029411764705882,19.41176470588235,13.441176470588236,17.08823529411765,9.470588235294118,27.058823529411764,13.852941176470589,11.117647058823529,5.705882352941177,5.029411764705882,18.0,17.583333333333332,2145.0,2247.4,0.9004006410256411,1.0477389277389277,0.7865748709122203,9,26.5,75.4375,25.15625,59.71875,7.53125,19.34375,17.59375,23.875,13.09375,29.21875,13.46875,13.46875,5.1875,5.03125,18.71875,11.952380952380953,2262.0,2228.6,0.9231980115990057,0.9852343059239611,0.7369109947643979,8,48.75,0
15,77.8125,26.59375,59.46875,7.25,21.25,17.375,25.90625,12.15625,27.8125,13.59375,13.59375,6.21875,3.21875,19.90625,11.727272727272727,2338.0,2280.6,0.9159036144578313,0.9754491017964071,0.6706875753920386,11,57.25,84.81818181818181,30.272727272727273,65.75757575757575,9.696969696969697,28.87878787878788,14.575757575757576,21.181818181818183,12.575757575757576,28.515151515151516,16.636363636363637,11.727272727272727,7.242424242424242,4.090909090909091,18.333333333333332,16.0,2343.0,2421.6,0.865166130760986,1.0335467349551857,0.6881258941344778,6,20.75,1
16,74.47058823529412,24.705882352941178,56.23529411764706,10.617647058823529,30.08823529411765,14.441176470588236,19.852941176470587,10.5,24.91176470588235,14.264705882352942,11.294117647058824,5.411764705882353,3.0294117647058822,16.41176470588235,13.08,2281.0,2209.0,0.8724328593996841,0.968434896975011,0.7274074074074074,6,23.0,72.9090909090909,26.545454545454547,56.06060606060606,7.424242424242424,19.636363636363637,12.393939393939394,16.636363636363637,9.818181818181818,24.90909090909091,10.06060606060606,10.575757575757576,6.0,2.5454545454545454,16.96969696969697,18.136363636363637,2124.0,2094.6,0.870573566084788,0.9861581920903955,0.7449908925318761,11,34.25,0
17,73.2258064516129,26.806451612903224,55.064516129032256,6.741935483870968,17.580645161290324,12.870967741935484,19.870967741935484,10.612903225806452,24.516129032258064,16.387096774193548,13.870967741935484,8.0,4.161290322580645,16.35483870967742,20.142857142857142,1950.0,2054.4,0.9050220264317181,1.0535384615384615,0.6477272727272727,8,25.75,71.75,23.75,54.392857142857146,5.107142857142857,15.5,19.142857142857142,25.5,10.392857142857142,23.464285714285715,12.25,13.821428571428571,7.178571428571429,2.9285714285714284,19.821428571428573,16.77777777777778,1827.0,1904.6,0.9480338476854155,1.0424740010946907,0.7507002801120448,9,39.5,1
18,79.5,28.65625,59.84375,5.75,15.03125,16.4375,23.53125,12.625,25.9375,17.34375,15.78125,7.53125,6.90625,18.21875,18.541666666666668,2163.0,2317.2,0.9108490566037735,1.0712898751733702,0.6985391766268261,4,11.333333333333334,80.0,27.70967741935484,61.70967741935484,9.225806451612904,24.70967741935484,15.35483870967742,20.35483870967742,13.03225806451613,26.741935483870968,15.483870967741936,14.64516129032258,7.741935483870968,2.6451612903225805,17.93548387096774,14.851851851851851,2130.0,2215.4,0.8933064516129032,1.040093896713615,0.7543581616481775,13,51.333333333333336,0
19,71.61290322580645,25.774193548387096,55.225806451612904,6.612903225806452,18.70967741935484,13.451612903225806,18.903225806451612,12.67741935483871,24.93548387096774,15.483870967741936,13.419354838709678,5.129032258064516,4.870967741935484,17.677419354838708,12.958333333333334,1954.0,1969.4,0.8871171171171172,1.0078812691914023,0.71160409556314,3,13.5,78.6969696969697,27.181818181818183,59.90909090909091,7.848484848484849,21.606060606060606,16.484848484848484,22.303030303030305,10.787878787878787,25.303030303030305,15.303030303030303,11.151515151515152,7.242424242424242,5.424242424242424,15.909090909090908,12.25,2415.0,2283.4,0.879245283018868,0.9455072463768116,0.7391304347826086,11,54.5,0
